Sentences,Labels
INI LAUNDRY TERPARAH Jangan pernah laindry di sini pertama kali laundry langsung baju hilang dihubungin Dan direspon gaad balesan sama sekali ini laundry apa tempat nyolong baju,0
respon yg sangat lambat dan susah berkomunikasi dengan baik,0
baju hilang 1 Pdhl udh berulang kali pakai layanan laundry ini kirain bisa dipercaya ternyata engga Nyesel,0
disuruh nunggu lama tapi no tip minim empati,0
Ternyata dah banyak review jelek wkwk jangan nyuci disini pakaian luntur semua,0
Parah ini kena zoong Di telpon ga diangkat,0
express sangat ke laundry lain saja,0
Layanan buruk,0
Baju masih kotor kaya ga di cuci gak akan lagi lagi deh kesini cukup 1 kali,0
Ribet si penerima order laundry,0
Baju saya ada yangg rusak cucinya kurang bersih laundry nya lama pernah salah ngasih baju staff nya ada yang kurang ramah Harganya relatif mahal,0
nyuci gabersih banyak noda dan bercak bayar gara CKS yang diterima kualitas CKL,0
Maaf reviu jujur bintang 1 Laundry jadinya lama dan kurang bersih laundrian berbahan halus saya ada yang rusak harga relatif mahal untuk pelayanan seperti ini,0
Ambil cucian cepat tapi baju putih tidak diperhatikan sama sekali tetap kotor banget jadi memang cuma masukin mesin cuci langsung setrika ga peduli masih kotor apa enggak cuma memang cepat Jadi kalau mau cuci besok kering setrika ya pas walau tetap kotor,0
Terlalu Mahal tapi hasil gak memuaskan,0
Baju saya robek dan tidak ada pertanggung jawaban,0
00rb buat 6 kilo minta cuci kering lipet tapi dikasih cuci setrika yaudah dibayar sesuai CKS eh pas sampe bajunya ga di setrika wkwkwk bahkan ada bercaknya,0
Poor quality and service laundry,0
Dulu langganan di sini Laundry nya bersih wangi & rapi Walaupun dibandingkan dengan laundry lainnya CLOP relatif high-priced Beberapa staff nya juga kurang ramah Tapi overall masih recommended,0
Harga murah free delivery emang tapi balik baju nya ada yg gak ada 1,0
Sebelum laundry sampai saya udah bilang untuk amanin kunci tapi sepertinya orang orangnya tidak respon hanya bilang iya tidak di laksanakan,0
Badsy pke express 6 jam tp jdnya 24 jam lebih,0
Deliverynya diperbaiki,0
Saya WA dari pagi tadi sampai malam tidak dijawab saya telpon juga tidak diangkat,0
Di chat ga bales bales kan gebleg,0
Selama idul fitri harga reguler naik 2x lipat lebih Dari 9rb/kg jadi 20rb/kg dengan kualitas laundry yang tidak sesuai dengan harga Pakaian masih kusut jam selesai tidak sesuai dengan yang dijanjikan Terima kasih buat pengalaman tidak baiknya,0
Kurang begitu faham,0
TIDAK DISARANKAN mencuci di sini sudah masuk ke dalam black list saya,0
luntur semua mana mbanya gaada minta maaf sama sekali wkwk,0
Kurang bersih,0
Anehnya laundryan bisa terbawa orang lain terus 7 hari baru bisa di bawa hahaa,0
Katanya express tapi koq selesai nya 1 hari,0
2x ilang pakaian disini bau wanginya ga harum dan lama pengerjaannya,0
3 baju kelunturan 1 baju mengkerut ga ada bentuk,0
pakai express janji 6 8 jam jadi ternyata baru dikirim besok paginya sudah sebulan celanaku hilang setiap di WA jawabnya sedang kami tracking tidak ada kompensasi,0
Tidak profesional baju Saya ada yang luntur pdhl sudah diberi tahu gimana si karyawan nya Padahal baru coba pertama kali laundry disini Tidak ramah bintang 1,0
Ga bersih,0
Nyuci karpet lama udah 7 hari mau diambil masih belum beres mungkin karna banyak yang laundry Kurang wangi juga,0
Maaf ya kasih bintang 2 kapok ngelaundry disini Bantal hilang satu bagus sih responsif katanya mau diganti karna bantalnya ilang kebawa sama customer lain tapi sampe sekarang udah berbulan gak ada tuh diganti Di tanyain terakhir kali gak ada respon lagi Waktu itu alasannya karna bnyak banget orderan jadinya begini harusnya tetap profesional dong kalau bnyak orderan jagan ngorbanin satu customer mentang banyak yg order jadi gak apa apa gitu kehilangan 1 customer doang Semoga bisa lebih baik lagi tanggung jawab ke tiap customer nya,0
Pelayanannya jelek,0
Mohon maaf masih bau semoga kedepan lebih baik Terima kasih,0
Pelayanan sangat buruk Kalau ga bisa nyuci jangan buka laundry,0
Pelayanan terburuk yang pernah saya dapatkan selama menggunakan jasa laundry Sangat tidak recommended,0
Kurang profesional Waktu pengambilannya sangat lama bilangnya besok datangnya 2 hari kemudian itu pun belum datang juga gatau dari hasilnya,0
Ambil paket 8jam kering tapi ga kering semua baju masih ada bagian yang basah ga ada yang kering bener untungnya Di hotel ada hair dryer,0
layanan antar jemput nya gak berfungsi,0
Maaf dikasih bintang 2 ya ada bra yang rusak dan beberapa kerudung rusak tidak bisa dipakai lagi,0
Bilangnya bisa dianter ke rumah setelah 3 hari eh ternyata udah semanggu ga di anter anter juga jadi harus diambil sendiri terus nyetrika bajunya tidak rapi dan baju bau Sangat buruk sekali,0
Cuci sepatu tapi malah jadi ada warna kuning kuning nya terus tali sepatu yang tadinya warna cream malah jadi putih,0
Pencucian baik tapi pelayanan dalam menanyakan barang sudah/belum beres sangat buruk sekali terutama si teteh nya untung ajah cewe masih saya sabarin Mohon kepada pemiliknya lebih di kasih tau ke pelayannya dalam segi pelayanan yang baik Trimakasih,0
Bayar yang 1 hari nyampenya 3 hari,0
Makin kesini makin gak memperhatikan kualitas laundry disini Selesai laundry baju gak wangi gak apa biaya mah mahal tapi gak sebanding sama kualitas Kocak,0
Baju rusak tidak bertanggung jawab,0
Tolonglah karyawan nya dilatih lagi dalam serah terima pakaian apalagi songket jangan asal meletakkan sembarangan apalagi sampai terlipat Gabisa menghargai barang,0
Dari awal sampai akhir lambat,0
Cuci setrika tapi kayak gak di setrika jadi kerja dua kali,0
Tempatnya tidak sebagus dan senyaman,0
Sobek rongsokan kapok disini laundry,0
pelayanan parah karena barang saya hilang berupa celana jeans Di tak ada tangung jawabnya di tlp malah marah Pelayanan di sini sangat parah karena tidak ada tangung jawab dan itikat baik,0
Pelayanan sangat kurang ramah sebenrnya laundry bagus Tapi pelayanan nya gak ada ramah nya cuek,0
Baju hilang robek luntur Ga ada pertanggung jawabannya sama sekali Jawabannya cuma ditanya ke crew Crew apa,0
Hasil laundrynya kurang harum janjianya diantar dan diambil setelah ditelpon telpon tidak pernah diangkat gimana sih,0
Baju ilang 1 ga ada kabar ga ada basa basi ganti atau apa kek Padahal sebelumnya repeat order So sorry kasih dikit bintangnya,0
Jasa laundry terburuk yang pernah ada Jangan pernah pakai jasa di sini Saya punya bantal hancur rusak ga bersisa dan ga bisa kaliaim dengan alasan udah lewat dari24 jam Wong masih dalam bungkusan,0
Laundray tidak amanah saya sangat kecewa Di saat ada brg yang di laundry hilang tidak mau mengakui kesalahan tidak profesional,0
BAJU TIDAK RAPI BANYAK BAJU YANG GA DI SETRIKA DAN KURANG WANGI,0
Mohon untuk customer Yang lain Lebih baik cari laundry lain dari pada di sini,0
Udah mahal mahal hasil setrika nya kusut Kok ada perusahaan hasil nya jelek banget,0
Nyesel banget aku kenal laundry lebih laundry yah,0
pelayanan nya kurang memuaskan,0
Pelayanan jasa tergolong lama membutuhkan waktu 3 hari Terkadang melebihi waktu yang telah dijanjikan kepada pelanggan,0
Sering laundry di sini dan baru kali ini KECEWA gak wangi seperti biasa nya bau nya gak karuan Mohon di perbaiki pelayanan nya agar customer selalu puas,0
Saya kehilangan 5 baju disini dan tidak ada tanggung jawab sama sekali dari pihak sini,0
hasil laundry disetrikanya asal Setelah dilaundry malah jadi gak layak pakai kusutnya parah kerah kemeja berlipat kaos kaki hilang sebelah,0
Karyawannya sangat gak ramah Apatis Saya ngelaundry banyak gak dikasih plastik Harusnya dari awal bilang kalo udah ga nyediain plastik Mana kalo ngomong pelan banget gamau natap pelanggan juga,0
Jangan mau laundry disini Mesinnya tua jelek lama keringin baju Baju kalian gak akan kering kalo dicuci disini trust me Staffnya gak helpful keasikan main handphone Disuruh perkirakan kira butuh berapa koin sampe kering cuma jawab liat aja nanti Udah bayar pewangi ekstra juga ga ada wangi nya lol Ganti mesinnya pak/bu owner atau ga servis udah ketuaan tu Makasih,0
Cs ramah kurir cepat tapi sayang baju bau semua bau apek baju kerja Saya kusut badcover saya Kena noda harga mahal per 3kilo nya kecewa si udah sering laundry disini tapi hasil nya 0,0
baju bau semua kayak baju tidak kering dan terlalu mahal untuk biaya 1 sprei menurut saya terlalu mahal,0
Maaf saya terpaksa kasih bintang 1 krn ada 1 celana panjang hilang padahal cuciannya cuman 1 kg lebih dengan membayar paket 4 kg cucian berserah pada Tuhan aja ambil hikmah nya,0
Selalu bentrok dengan jam harga mahal per kg Setiap pesan pick up pagi diulur jam 9 atau jam 10 pesan pick up sore diulur jadi keesokan paginya Reschedule 2 hari kemudian masih dengan masalah yang sama Coba 2 minggu kemudian masalahnya juga sama Mohon pengaturan jadwal dengan baik jika tidak ingin customer kecewa,0
Antar jemput laundry tapi banyak yangg ga bisa dicuci terlalu banyak aturan kita yang harus memilah pakaian sebelum di pick up cuci Ga bisa nyuci bed cover tebal bantal dan banyak lagi jadi sangat tidak nyaman dan tidak professional,0
Baju putih saya warnanya jadi berubah mungkin terkena warna baju lain dan bajunya jadi tidak kering alhasil bau tidak sedap saya kira ada mesin pengering untuk 25rb/kg 3jam agak tidak worth it poor my 85rb,0
ga ngasi tau minimal 3kg laundry 1kg ttapi diterima tapi bayarnya diitung yang 3kg jadi rugi,0
Senin 15 November 2021 nomor WA tidak dapat dihubungi Secara pesan tertulis dan voice call langsung tidak memberikan respon Tidak dapat diandalkan ketika membutuhkan pelayanan yang cepat,0
katanya buka jam 7 pagi tapi saat datang untuk ambil seragam jam 10 juga belum buka sangat tidak profesional dan merugikan banyak orang please buat orang2 yang berpikir utk langganan dsni diluar sana masih banyak laundry lain yang standardnya sama dan pelayanannya jauh lebih baik darisni semoga exo laundry cepat bangkrut,0
Kalau udah penuh orderan bikin males kalau memang 2 hari belum jadi ya bilang aja belum jadi Suruh ambil hari ketiga Udah nunggu 30 menit lama banget ternyata belum jadi,0
CS lambat merespon padahal udah jam operasional buka Dibalas baru 3jam kemudian Dan cucian baju tidak bersih dan ada bercak,0
jujur aja ga profesional Udah lewat waktu yang dijanjikan harusnya udah bersih tapi masih belom di apa apain Padahal saya ngambilnya juga lewat 5jam dari waktu yang dijanjikan seenggaknya harusnya bisa dikasih tau kalo misal belom selesai tapi malah diem-diem aja Ujung nya saya ambil pakaian yang belom diapa itu juga gaada niatan untuk ngejelasin apa-apa Ok aja,0
Celana Levis saya hilang ditanya responya slow bgt ga ada pergerakan sama sekali sumpah kecew bgt,0
bilangnya jam 11 diantar sampai jam 1230 siang tidak sampai Jadi telat ke beberapa acara Harusnya ga usah set waktu pengantaran kalau bakal telat hampir 2jam,0
Sebenarnya laundry disini wangi dan jatuhnya memang lebih murah daripada laundry antar jemput lain Saya dua kali laundry disini Yang pertama tepat waktu tapi beberapa pakaian saya bernoda tidak tau darimana Yang kedua pengirimannya telat 2 hari,0
Nyuci pertama kali di sini Kecampuran celana dalam orang lain celana dalam perempuan,0
di nota tertulis tanggal 11 desember sudah selesai ternyata saya kesana siang belum jadi dan diminta sore untuk diambilnya e setelah sore saya kesana belum jadi juga sudah 2 kali saya bolak balik ke sana dan tanpa hasil sungguh sangat mengecewakan sekali,0
Pertama baguslalu 3 kali laundry disini Parah ga bersih Baju banyak yang robek dan rusak Selama 3 kali itu juga ga ada yang beres baju rusak ga bilang lagi kali baju rusak dan sobek Karyawan nya juga ga ramah Terlambat ga ada konfirmasi Selama nge laundry cuma laundry disini yang parah,0
Jujur baru pertama kali saya laundry kesini terkesan bagus dengan sistem pembayaran yang oke tapi sayang banget tidak ada informasi keterlambatan dan tidak dijelaskan kendalanya apa TUNGGU DITANYA dulu oleh konsumen dan ternyata laundry saya belum selesai dan TIDAK ADA PERTANGGUNG JAWABAN SAMA SEKALI,0
Dulu bagus waktu awal buka yang jaga masih mas Sayangnya Sekarang kualitasnya menurun Masih sewangi dulu tapi setrikaannya tidak rapi lagi Bekas tali jemuran yang keriting di baju masih ada lipatan asal kayak buat syarat aja disetrika,0
Baju saya harum sih tetapi kerahnya masih kotor kayak tidak dicuci Padahal baju saya itu tidak saya pakai kotor an seharian di dalam ruangan AC tadinya saya laundry karena mau cepat tetapi malah kurang memuaskan Mungkin bisa jadi perhatian bahwa laundry itu bukan hanya wangi saja tetapi juga bersih,0
Maaf harus nge review jelek bintang 1 mudah an bisa jadi evaluasi Ngelaundry disini cardigan rajutan anak rusak harga juga lumayan mahal sekitar 9000/kg untuk 2 hari Pas masukin cucian juga kebetulan ada yang lagi komplain karna baju nya 3 pcs ada yang rusak Nggak ada basa basi/omongan kalau baju nya ada yang rusak Terimakasih,0
Sebelumnya saya dah chat minta jangan dulu tutup jam 5an sore pekerjanya bales ok ditunggu jauh saya dateng cuma telat sedikit dah tutup mantap besok gw kerja mesti beli baju baru dulu,0
Awal laundry disini bagus tepat waktu eh makin lama makin kurang performa nya,0
Bagus cuman untuk laundry nya mohon ditingkatkan agar tidak ketuker sama yang lain terimakasih,0
Maaf ya cuci setrika ko kaya cuci lipat pertma sih cuci lipat kedua cuci setrika tapi sama aja kaya cuci lipat,0
Cucian kita tidak dicampur dengan cucian customer lain Mengurangi resiko tertukar dan hilang serta higienis cucian masing customer,1
Cuci khusus express blazer Kena di harga 30K Pas di ambil noda nya masih ada Ga worth it kalo cuci khusus disini Buang2 duit TOLONG MANAJEMEN LAUNDRY DI BACA YA INI,0
Pertama bagus lalu 3 kali laundry disini Parah ga bersih Baju banyak yang robek dan rusak Selama 3 kali itu juga ga ada yang beres baju rusak ga bilang LG KL baju rusak dan sobek Karyawan nya juga ga ramah Terlambat ga ada konfirmasi Selama nge laundry cuma laundry disni yang parah,0
Pricing layanan yang tidak rasional harga cuci 1 kemeja lebih dari 100000 untuk service 6 jam,0
Kerusakan suatu barang dihitung per bagian,0
laundry amatiran antara admin dan kurir tidak ada komunikasi jelas Harusnya komunikasi cukup antara customer dan admin bukan kurir yang nanya customer Apalagi kurirnya kurang sopan dan kurang etika dalam berkomunikasi,0
Contact admin untuk laundry dijawabnya muter muter udah gitu lama balasnya Saya mau pakai jasa 4 jam selesai tapi kayaknya untuk mau ambil laundry saya banyak alasannya harus bulat 5 kilo lah ga dibales lah kalaupun memang harganya harus dibulatkan 5 kilo saya juga tidak masalah Kalau memang gamau ambil laundry saya mending bilang dari awal daripada muter muter,0
Aduh gk baca review langsung ngelaundry aja nih aku jadi nyesel banget baju sudah lima hari kok gk ada kabar dari laundry nya saya chat tidak dibalas adminnya Bener mengecewakan banget deh pelayanan nya padahal di kalian di platform nya menjanjikan eh dilapangan kok kacau banget gini ya Kapok deh nge laundry disini,0
Maaf sebelumnya saya mau kasih kritik dan saran kalo laundrynya kurang bagus lama dan juga pengirimannya kurang memuaskan tolong di perbaiki untuk kedepannya terima kasih kasian yang menunggu lama dan juga yang turis jauh dan mau buru-buru dan tolong sesuai jadwal pengirimannya,0
Maaf sebelumnya saya mau kasih kritik dan saran kalo laundrynya kurang bagus lama dan juga pengirimannya kurang memuaskan tolong di perbaiki untuk kedepannya terima kasih kasian yang menunggu lama dan juga yang turis jauh dan mau buru-buru dan tolong sesuai jadwal pengirimannya,0
bad attitude karyawannya,0
semoga karyawan nya diganti yang ramah ramah,0
Pelayanan yang lama bilang jumat jadi diambil belum selesai senin diambil juga nungguasih disetrika Kasir cuman 1,0
Pengerjaan lama sekali laundry pakaian biasa saja sampai seminggu,0
Pelayanan buruk ada pakaian hilang tidak mau tanggung jawab bahkan tidak ada kata maaf terrible service,0
kena prank google nih ngeliat review bagus soal laundry ini jadi mau kesini tapi trnyata zonk saya masukin cucian dari hari sabtu minggu lalu katanya selesai 3 hari sampe Sekarang belum selesai udah seminggu bilangnya jatuh lah apa lah sampe serumah ga pake selimut dan agenda mudik jadi molor cuma gara laundry,0
udahlah ya kecewa 2x saya disinu masih perohal yang sama Kalo ga diingetin gak dimirim donk ini udah kedua kalinya Mosok cucian daritanggal 18 sampe Sekarang belum dikirim Ngecek pake lama lagi Dari pagi udah saya wa kalo ga di wa lagi ga direspon juga Mohon maaf ga bakal deh ke sini lagi,0
Kurang teliti pegawainya Saya laundry kilat 6 jam tapi eksekusi ekspres 1 hari jadi saat ambil baju belom selesai saat ditanya alesan yang lain,0
Saya order laundry express tetapi datangnya lewat sehari kemudian sudah tidak tepat waktu cucian laundry saya kurang dan masih dijanjikan mau diantar yang tidak tepat waktunya benar kecewa padahal sudah beberapa kali saya laundry di kilolaundry,0
Ga rekomend saya udah hub berkali-kali janji mau jemput Ga dijemput,0
Adminnya bikin saya emosi terus,0
Saya pesan paket VIP tapi layanan jauh dari standart dan tidak ada kejelasan terlebih dahulu,0
nota tagihan orang lain Bu kos ditagihkan ke saya udah saya jawabin slow banget responnya tanya juga slow banget responnya,0
Pelayanan laundrynya bagus banget gausah ribet langsung order eh kurirnya langsung ngambil cucianku sangat recommend banget,0
Ga bersih nyucinya pelayananya ga ramah ga punya sopan santun di tegur malah ga terima,0
Laundry yang harusnya 2 hari jadi malah 4 hari baru jadi dan bajunya ada yang ilang juga,0
namanya fast laundry tapi lama banget Admin slow respon dichat lama balas ditelfon ga diangkat padahal online Pengantaran lewat dari 3 hari udah gitu ada barang org lain yang masuk,0
Pelayanan nya buruk poll katanya sehari tapi jadi nya 2 hari padahal dapet biaya sehari jadi Mana pas pick up harus diingetin lagi kalau gak diingetin paling gak jadi ambil tuh Trus gak dibalikin juga laundry bag nya kan kesel Kalau di wa juga kebanyakan alasan,0
1 hari laundry ada sweater yang ga dimasukin ternyata gabisa selesai 1 hari gabisa ilang nodanya tapi ga ngabarin parah banget,0
Minta selesai 3 harian biar murah Diselesaikan 2 hari disuruh bayar express 9000/kg Gak ada di katalog tapi harus bayar Handuk sendiri 8000/pcs,0
Baju saya hilang 6 disini diminta tanggung jawab malah owner nuduh kok kehilangannya seperti dibuat buat ya diminta tanggung jawab malah ngilang,0
laundry ini sangat parah Udah bilang 3 hari bisa giliran di Telpon di hari ke3 ditanyai tentang laundry nya tiba hilang no respon Berhubung itu ada kemeja kerja yang dipakai besOk suami kerja inisiatif saya ketempat nya Ternyata,0
JANGAN PERNAH LAUNDRY DI SINI Janjian supaya laundy kelar seminggu sampai 3 MINGGU GAK ADA KABAR SUMPAH NYESEL BANGET NYUCI DI SINI SERAME-RAMENYA LAUNDRY JUGA GAK BAKAL SAMPE 3 MINGGU GAK SELESAI,0
Awalan lumayan memuaskan sekarang dari nilainya 9 jadi kosong pesen expres 4 HR blom di anter juga jadi harus ambil sendiri gak percaya coba aja laundry disini,0
pengantaran dan pengambilannya lama baju keburu dipake gara gara ga cepat dianter juga gajadi dipake edit YA ALLAH DARI PAGI SAMPE SORE BAJU SAYA GA DATENG DATENG padahal SEHARUSNYA DTG KEMAREN tapi LAUNDRY NYA BARU CHAT TENGAH MALEM,0
Plis tolong kenapa laundry an ga di anter ya sis ditelfon di chat ga ada respon tolong dong udah lebih dari 4 hari ini sis,0
Pelayanan amat buruk baju dirusak tapi gamau tau jelas kesalahan dari sana sini yang dirugikan malah kurir yang marah,0
pengantara tidak sesuai dengan jadwal selalu di antar nya mau tengah malam kayak orang ga tau waktu,0
Pengiriman lama Admin wa ga responsif Kurir ngomongnya ga sopan/kurang ajar Delivery time seenaknya Harga ga sebanding dengan pelayanan Pilih express sehari tapi berakhir 3hari dan ambil sendiri pula Will never ever gonna use this service ever again Tidak akan pernah saya rekomendasikan atau saya gunakan lagi Good job guys to ruined my day Reply karena saya pakai nama lain lah yakali nama orang kek gini,0
Kasih bintang 2 karena 1 Kaos kaki hilang 2 Rok plisket masih baru habis dilaundry motif plisket nya jadi hilang juga,0
Pelayanan kurirnya buruk hasil cucian sehari tidak maksimal Seperti tidak disetrika Adminya juga slow respon Padahal reviewnya fast respon tapi faktanya slow banget Tempat laundry terpencil banget susah dijangkau,0
Tidak nyaman Antar jemputnya lemot sekali di janji kan terus selama seminggu hasilnya nol gak ada yang ngantar Akhirnya saya memutuskan untuk ambil sendiri dengan rute gmaps yang ga jelas Tidak ada keterangan yasashi laundry di tokonya Bikin bingung Terimakasih,0
JELEK PELAYANAN JELEK JANGAN PAKAI LAYANAN INI KALO GAMAU KECEWA 1 Kurir gak profesional 2 Barang suka lupa diantar ketika selesai 3 Barang suka tidak sesuai kesepakatan jamnya,0
Saya merasa dirugikan waktu sama kurir yang tidak profesional Rutenya nggak jelas malah justru terkesan dipermainkan Sudah janjian sejak kemarin malah seperti ini,0
Emang wangi banget sih kalau laundry sini Tapi kecewa sama pelayanan antar jemputnya dan kurang teliti Mohon ditingkatkan lagi dan jangan alasan mending ngomong sejujurnya biar para pelanggan gak menunggu dan berharap,0
Respon awal sih cepet ya sdh dil2 jam 7 diantar karna saya pakai yang kilat 4 jam harga 20/kg tapi teryata diantar nya jam 11 siang,0
Awal nya aja cepat tepat waktu Pas nyuci ke 3 udah di buat nunggu sampai tengah malam Kecewa sama admin kurir nya,0
Sering terlambat pakaian saya juga pernah hilang Padahal harganya diatas rata rata Sebaiknya cari laundry lain,0
Tidak recomended lama tidak respon ambil paket 3 jambayar sesuai paket tapi pelayanan lebih dari 3 jam penjemputan 2 jam pengantaran 2 jam total 7 jam kalau tidak saya marah marah pakaian saya tidak di antar tidak d jemput parah,0
Bener tidak recomended baju kami banyak hilang laundry disini admin tidak bisa dihubungi terus,0
Di banner katanya 9rb tanpa timbang eh pas masuk ternyata 15rb hasilnya waw biasa aja ga bersih tuh masih ada noda,0
Ini dia cucian yang mudah dilakukan Kadang tidak selesai sebelum waktunya kadang tertunda Semoga berhasil bos,0
Padahal dengan layanan antar jemput sudah sangat bagus tapi sangat tidak bertanggung jawab terhadap barang pelanggan Saya kehilangan tas laundry Adminnya juga tidak membalas chat WA,0
saya kurang belom coba untuk layanan self laundrynya namun untuk layanan drop off nya sangat buruk pakaian tidak dilipat dengan rapi asal asalan sehabis dilipat juga tidak dibungkus plastik,0
Keren libur lebaran dia buka sangat membantu sekali,1
cucian bersih wangi tepat waktu pemilik dan karyawan ramah sangat membantu bagi yang sedang berpergian ke malang,1
Laundry memuaskan laundry di sini bareng temen waktu dinas Semua bilang memuaskan Sukses selalu,1
Pelayanan nya memuaskan ramah cepat ga pake lama top deh,1
Cucian bersih fast respon pelayanan antar jemput tepat waktu,1
Pelayanannya cepat dan akurat Harga kompetitif,1
Bisa antar jemput laundry harga terjangkau dan cepat Puas banget sama hasilnya,1
Sangat memuaskan dan bertanggung jawab,1
Stay 24 jam jika diperlukan mantap pelayanan keren,1
Laundry yang recommended nih Bersih wangi dan rapi Pelayanan enak ramah juga orangnya,1
On time rapi bersih wangi thank you,1
Recomend untuk laundry di malang top servisnya,1
Cocok buat anak kost seperti saya terimakasih ko,1
Enak banget bisa antar jemput makasih om,1
Pelayanan terbaik Recommended Laundry,1
Pelayanan bagus dan cepat sangat membantu Terimakasih,1
Bisa antar dan jemput Bersih dan wangi Harga terjangkau,1
Cepat pelayanannya juga ramah banget,1
Auto langganan kalo pelayanannya seperti ini,1
Terimakasih primas malang pelayanannya cepat,1
Semakin lancar aja ni ko,1
Cepat juga servis nya Thanks,1
Laundry disini penampilan selalu terjaga,1
Cepet selesainya mantap,1
Rapi dan wangi mantap,1
Cepat dan murah,1
Puas Bersih dan Rapi,1
Cepat bersih dan harum,1
Pokoknya perfect,1
Bersih,1
Pelayanan cepat,1
adminnya fast respon responsif baik pelayanan memuaskan,1
Pelayanannya ramah hasilnya cepat rapi dan wangi harga sesuai di kantong,1
Mbaknya ramah POl dah gitu layanannya bisa cepet suka deh,1
Wah bersih dan wangi banget laundry disini Bakal terusan balik,1
Harga murah bersih harum wangi cepat Recomended banyak diskon,1
Kenal laundryroom dari saran temen kos testimoninya hasil cuciannya memuaskan,1
Kakak nya super ramah dan cucian nya bersih wangi dan terjangkau,1
Pelayanan dan pengerjaan sangat cepat bersih dan murah sangat memuaskan,1
sumpah sih ini keren banget anjrit wangi banget lho serius kalian harus coba yeah bestie,1
laundry Disini rapi banget setrika nya wangi juga dan pelayanan sangat ramah sekali Terimakasih laundry room,1
Pelayanan ramah dan sangat memuaskan,1
Hasil laundrynya rapi cepat dan wangi Tempatnya bersih pegawainya ramah,1
kakak nya ramah ramah pelayanannya bagus hasil cuciannya bersih dan wangi,1
Best deh bakal jadi langganan mbak mbaknya ramah banget,1
tempatnya bersih nyaman murce,1
Hasil cucianya bersih packingnya rapi dan cepet selesai Harganya juga relatif murce,1
Tempatnya lucuu bersih packingnya juga ucul gercep pol,1
Ramah banget pelayanannya dan hasilnya wangi dan bersih,1
Pelayanan ramah hasil wangi The best pokok e Mantoel,1
laundrynya bersih dan wangii banyak diskon jugaa,1
Sangat nyaman dan pelayanan cepat harganya juga terjangkau,1
Tempatnya bagus instagramable staff ramah baik banget hasilnya juga bersih wangi,1
Hasil laundry bersih rapi dan wangi pelayanan juga ramah,1
Sangat senang yang berapa hari itu cepat banget Mantap,1
wangi dan rapi banget bajunya prosesnya jugaa cepet,1
Pelayanannya cepat dan kakaknya ramah banget,1
tempat laundryannya deket dari kosan harganya juga terjangkau,1
Nyaman banget laundry disini harga juga terjangkau,1
Cepat Rapi Sekaligus Bersih worth it,1
pelayanan sangat bagus dan hasilnya juga harum,1
bersih dan wangi banget kakak nya juga ramah,1
Sangat wangi dan pelayanan nya ramah,1
Packing kemasan baju setelah laundry nya cakep,1
Laundry termantap rapi ramah cepat,1
Sangat Cepat dan mbak nya ramah,1
Hasil laundry sangat rapih dan pelayanan sangat ramah,1
jos pelayanannya,1
packing nya rapi pwoool wangi juga,1
Selalu tepat waktu,1
pelayanan nya baik,1
cepat dan banyak promo,1
SANGAT CEPAT SEKALi LAUNDRY EXPRESS,1
Bersih gercep santun,1
Mbanya ramah tempat laundry nya juga bersih dan wangi pokoknya the best,1
Mantap,1
Pelayanan sangat memuaskan cucian dijemput pukul 8 jam 15 dikabari sudah jadi Saya pakai jasa yang 24 jam tapi ga sampai 12 jam sudah selesai InsyaAllah kalau sedang di Malang pakai jasa laundry Primas lagi Harga juga sangat terjangkau,1
Pelayanan ramah Free antar jemput Yang pasti sangat puas Terimakasih sahabat laundry,1
Hasilnya rapi higenis dan sangat bersih Jadi puas kalau saya laundry disini,1
Terima kasih sukses selalu yah,1
Tempat laundry yang sangat recomended Apalagi pemiliknya sangat ramah dan baik puolll,1
Pernah sekali cuci kering di sini Cepat tidak terlalu mahal,1
Laundry satuannya hasilnya sangat memuaskan dan harganya terjangkau,1
Puass banget laundry disini sesuai antara harga dan kualitas yang paling penting jadinya cepet,1